page,review_id,company,review_title,employee_role,employee_history,employeer_pros,employeer_cons,employeer_rating,work_life_balance,culture_values,career_opportunities,compensation_and_benefits,senior_management,diversity_inclusion,review_time
113,empReview_11910836, Société Générale,Analyst,Analyst,I worked at Société Générale ,"Overall the work environment is good , some of the people working in SocGen  are talented and helpful. A good place to learn at the initial stage of your career as this place gives you a good start and supportive environment.","This company doesn't have a good HR system , filled up with french politics and favouritism. If you are not french very difficult to move up the ladder , they pretend everything is fair in hiring process which is obviously not the case. Trainees are treated very badly ,never made permanent, though lot of false promises are made to get the work done from them. 

A place which could have been lot better if all the employees were treated fairly , they loose talented people bec of politics, many employees are sitting on high positions for ages because they are good at politics but not competent for that role, some dont even have the minimum qualification for the role they are leading.",2,3,3,1,2,1,NA,NA
113,empReview_11722300, Société Générale,Nice Company to stay longer,Former Employee - Systems Administrator,I worked at Société Générale full-time for more than a year,good pay..less work pressure..employee friendly,more of process oriented..every thing needs to follow process and documents,4,5,4,3,4,3,NA,NA
114,empReview_11877696, Société Générale,Test Engineer,Current Employee - Test Engineer,I have been working at Société Générale full-time for more than a year,"Good Work life balance
Good learning opportunities
Exposure on the latest technologies
Employee friendly work culture","Almost no onsite opportunities except for managers and Business analysts
Salary is little below the industry standards",3,4,4,3,3,3,NA,NA
114,empReview_11680864, Société Générale,Sales Support,Current Employee - Sales Support Analyst,I have been working at Société Générale full-time for more than a year,"Nice corporate culture, digitalisation and good team spirit",Less benefites in the UK than our French colleagues,4,5,4,3,2,4,NA,NA
114,empReview_11639572, Société Générale,Senior Manager,Current Employee - Senior Manager,I have been working at Société Générale full-time for more than 3 years,"1. Provides excellent work life balance
2. A lot of learning opportunity exists",1. Too many care levels. Takes a lot of time to grow,4,5,4,4,2,3,NA,NA
114,empReview_11711442, Société Générale,Analyst at the Investment Banking Department,Analyst - First Yr,I worked at Société Générale  for less than a year,"- Well established company with many nice professionals working there
- Very good coffee machine
- Established business processes will be a good learning opportunity for a newcomer
- Quite many french speakers in the frankfurt office","- Sometimes bureaucracy is making things do very slow or destructs from the main job 
- Old software, for some business processes software is quite old and lead to unnecessary time waste 
- The size of the company carries a big chunk of corporate politics, the probation time is very important since it is hard to fire someone once she passed the probation",3,3,3,3,3,3,NA,NA
114,empReview_11733219, Société Générale,Nice place to work,Former Employee - Sr. Software Engineer,I worked at Société Générale full-time for more than 5 years,"Good for women, lots of flexibility to women.",Very low salary. Wont get good hike if you become pregnant :(,3,3,4,3,2,1,NA,NA
114,empReview_11501001, Société Générale,A former employee who beliefs in principles & his experience of working in Societe Generale.,Former Employee - Business Analyst,I worked at Société Générale full-time for more than a year,"Disclosure:
I worked for the company in bangalore and i resigned from the company as the company management ( not only project manager,I'm talking about the very top management here )was indifferent to employees concerns on escalations related to violation of company's policies and values by our immediate management and putting the business interests ahead of doing business in a right way. Still i found some positives

1) As per the policy, your manager cannot close the appraisal unless and until you agree and close it in system.

2) The company' has creche for toddlers ( for employees kids) and a gym.

3) The company, being a investment bank, you can expect a decent hike every year.

4) The company based on your entitlement pays a less-interest loan of some amount( I got 1 lakh rupess as loan).

5) Not sure, but I've heard people saying that work-life balance was good in the company.

6 )Importantly the company pays you on time.","1) The top management will always side with your manager if you've differences with your manager on any count( sexual harassment, appraisal was closed due to pressure from manager, long working hours , staying back in night, etc) as they tend to put business interests first.

2) Location : The company is located in ITPL and most of the employees used to spend everyday 2 or more hours everyday on travel only.

3) There will be a 10% variable pay on your salary, which they will pay only at the end of the financial year.

4) Once you join a department, ex: Compliance, it will be literally very hard to switch between departments( even though as per policy you can switch after a year or so) as they won't allow you citing various reasons especially if you're a performer or they've committed your time to the client. Importantly you don't know which department you're going to join till you join the company :). They won't tell you in the interview.

5) Critically, the company don't have anything like a Resource management system (like RMG in TCS) which will be of great use to know which projects are there in the company , what are the opportunities and what is the openings available currently.

6) The Business analysts used to slog it out and were under tremendous pressure.

So the critical thing is ask the HR during interview itself on which department they're going to place you and get as many details you can get about the project. Have a word with your project manager first before joining the company.

 I wish you all the best. 

Nine Seven Four Two Four Six Four Four Six Seven.",3,3,1,3,4,2,NA,NA
114,empReview_11680475, Société Générale,Application Support Analyst,Former Employee - Senior Front Office/Applications Support Analyst,I worked at Société Générale full-time for more than a year,Some nice knowledgable  people to work amongst.,Lots of bureaucracy If you're not French (or French speaking) your career opportunities will be very much limited if at all..!,2,2,2,2,2,1,NA,NA
114,empReview_11502686, Société Générale,good company to work,Current Employee - Senior Software Engineer,I have been working at Société Générale full-time for more than a year,good work culture and place to learn many things,need to improve and upgrade proceses and standards,5,4,5,5,4,3,NA,NA
114,empReview_11504236, Société Générale,"Inspiring, good learning opportunity",,I worked at Société Générale ,I was a Human Resources Intern and the colleagues were surely supportive and willing to teach. I was assigned several challenging projects to handle. Definitely a good opportunity and environment to learn.,Intern wage is low...intern turnover high,5,5,5,5,4,5,NA,NA
114,empReview_11620768, Société Générale,Professional Environment,Student,I have been working at Société Générale ,The team I work in was really professional and willing to teach me new stuff. I also got involved well all the key processes and deals.,Working for an Investment Bank is just not as lucrative anymore as it was. What I've heard. Very long working hours and moderate career outlook.,3,3,3,2,3,2,NA,NA
115,empReview_11875523, Société Générale,Direktor,Director,I worked at Société Générale ,Work Life Balance is ok,"Low Bonus, pay below industry",1,4,2,1,1,1,NA,NA
115,empReview_11616412, Société Générale,Chief Operating Officer,Current Employee - Chief Operating Officer,I have been working at Société Générale full-time for more than 5 years,A good place to work early stages of the carrier due to proximity to the business.,"Very high French culture with lot of vague confirmation to drive multiculturalism but far from true on ground.

Limited opportunities for non-french to grow internally to higher ranks.Demoralising not to have support from management as you are non-french. Pays relatively less than the rest of the market.

Pushed to recruit French speakers and half of the email i in French and you are required to translate by yourself. 


I",2,4,2,3,2,3,NA,NA
115,empReview_11463772, Société Générale,Owsum work culture,Current Employee - I'm Working Here As A Developer and It's Good Company to Work,I have been working at Société Générale full-time,"Best work life balance
Good work couture
Secure job","Salary , but based on negotiation.",4,5,5,4,2,3,NA,NA
115,empReview_11404295, Société Générale,Business Analyst,,I have been working at Société Générale ,Good work culture and career oppportunities,nothing as special i can think of,4,4,3,4,4,3,NA,NA
115,empReview_11312580, Société Générale,SG rating,Senior Relationship Manager,I have been working at Société Générale ,One of the biggest financial institutions in euro zone. Sound and safe institution.,Heavy institution. Sometimes decisions are taken too long.,5,5,5,5,4,5,NA,NA
115,empReview_11488125, Société Générale,need to improve maternity benefits,,I have been working at Société Générale  for more than 3 years,If you are good at politics  and can be boss's favorite .. its good for u,"1 week of paternity Leave. 3 months paid Maternity leave. in SG Bangalore.. Pathetic. 
They should wake up and realize that its not realistic . Specially Bangalore HR Is pathetic in handling these queries",3,NA,2,2,2,2,NA,NA
115,empReview_11337921, Société Générale,Software Engineer,Former Employee - SQL Developer,I worked at Société Générale full-time for more than a year,Nice place to work. Work life balance,Older technologies used to develop applications.,4,4,3,NA,NA,NA,NA,NA
115,empReview_11331259, Société Générale,Very Good Company,Former Employee - Senior Test Engineer,I worked at Société Générale full-time for more than a year,"1) Infrastructure
2) Work Culture, Very Professional.
3) Best Work Life balance.
4) Encouraging Career Opportunities.
5) Increments as per market standards.
6) Many good employee benefits, especially for women.",Nothing much to mention here.,5,5,5,4,5,5,NA,NA
115,empReview_11464390, Société Générale,EBS,Current Employee - Reporting Analyst,I have been working at Société Générale full-time for more than a year,Great health benefits and good work schedule,Not acknowledging the dissatisfactions of their employees,2,3,1,2,3,1,NA,NA
115,empReview_11311009, Société Générale,Sr manager,,I have been working at Société Générale  for more than 5 years,"Nice environment. 
Decent salary not great thou.
Women friendly policies","Slow on decision and work is on plain vanilla technology.
Growth is slow after AVP.
Longer you stay, difficult to get job outside, as you lose expertise.",4,5,5,3,4,3,NA,NA
116,empReview_11450884, Société Générale,Product Control,Product Controller,I have been working at Société Générale  for more than 3 years,"work life balance, job security, strong group","Non transparent evaluation, too much hierarchy",3,4,3,4,1,1,NA,NA
116,empReview_11441736, Société Générale,Good work life balance but limited opportunities if you're in a support function,Former Employee - Project Manager,I worked at Société Générale full-time for more than a year,"Lots of holidays and short workdays
An excellent brand name
Good colleagues","Poor management
High tolerance for behaviors that shouldn't be tolerated in the workplace (racism, sexism...)
Limited opportunities if you're not working on core banking activities
Pay is average-low",2,4,2,2,3,2,NA,NA
116,empReview_11282927, Société Générale,"Director, Derivatives Sales",Current Employee - Anonymous Employee,I have been working at Société Générale full-time for more than 10 years,Stable environment and good work life balance. Very strong derivative house with many very intelligent and capable employees running the business.,Very strong french culture although there have been strong efforts to internationalize the floor. Limited opportunities for non french to grow internally to higher ranks. Pays relatively less than the rest of the market.,4,4,4,4,3,4,NA,NA
116,empReview_11206779, Société Générale,support engineer,Current Employee - Support Engineer,I have been working at Société Générale full-time,Good work life balance. Working environment is good. HR policies are good and even improving for better.,Quality of work is not much great. Your hike depends on how better relation you have with your manager.,4,4,4,4,4,4,NA,NA
116,empReview_11174015, Société Générale,A friendly employer with more qualitative than quantitative benefits,Current Employee - Market Risk Manager,I have been working at Société Générale full-time for more than 8 years,"Significant qualitative benefits (holidays, working hours, learning and development). A lot to learn in the CIB world, both in support functions and Front Office, with a rich information system and equities product offering.","Depending on the team, knowledge can be difficult to be shared.
Paying under market, annual reviews can be just symbolic.",4,4,5,5,2,4,NA,NA
116,empReview_11362684, Société Générale,Fixed income,Current Employee - Senior Director,I have been working at Société Générale full-time for more than 10 years,not a U.S. Investment bank,Underpaid compared to other banks,2,3,3,2,1,3,NA,NA
116,empReview_11050955, Société Générale,Good Place To Work,Current Employee - Senior Business Analyst,I have been working at Société Générale full-time for more than a year,"1) Employees given due respect.
2) Opportunities to grow in specific applications.
3)Flexible timings and outstanding leave policies.
4) HRs are easily approachable and helpful.","1) Managers lack knowledge of Capital Markets r/Investment Banking 
2) Regional Politics at its peak.
3) No on-site for Developers.",4,5,4,2,4,4,NA,NA
116,empReview_11102793, Société Générale,Structurer,Current Employee - Anonymous Employee,I have been working at Société Générale full-time,"Internationale Structure
Leading teams of experts",There are no cons. Sorry to disappoint.,5,5,5,5,5,5,NA,NA
116,empReview_11248169, Société Générale,Ok place to work,Senior Software Engineer,I worked at Société Générale  for more than a year,"work life balance
good amount of leaves","Not flexible
Salary is not as per market standards
Management is not agile
Don't value the talent",2,5,5,1,1,1,NA,NA
116,empReview_11225934, Société Générale,Enjoy the life/work balance. Unless you are French or English,Former Employee - Anonymous Employee,I worked at Société Générale full-time for more than 8 years,"Excellent Life/work balance. Very good perks. If you are English or French, career opportunities.","Lots of politics. Salaries inadequate, once you get in on a salary you are stuck with it. Bonuses are inadequate. If you are neither English or French you will not have any saint protector. Constant changes of strategies, often dictate by power struggle between Paris and London.",2,5,1,2,2,1,NA,NA
117,empReview_10992773, Société Générale,Good Organization to Work for,Process Executive,I have been working at Société Générale ,"Work Life Balance, Good Work Culture, Good Managers, Casual Dress Code Policy, Easy Leaves, Pantry on every Floor, Good Environment","Not much happening, lack of male-female diversity",5,4,4,4,4,4,NA,NA
117,empReview_11148926, Société Générale,Badly managed from top to bottom,Current Employee - Technical Manager,I have been working at Société Générale full-time for more than 5 years,Good pay. Not much pressure to do anything on anybody. Employee friendly company,Too much Paris dependence with bad relationship throughout the company. You are looked at as people who come take their jobs. Hidden racism.,2,3,3,1,3,1,NA,NA
117,empReview_11001914, Société Générale,Work Environment,Manager Process,I have been working at Société Générale ,"Good Work Environment, Employee oriented, Flexible timings, Great Place To Work initiative is to support employee, Recognition AWARDS (SPOT).",There are good leaders lead initiatives to good results.,4,4,4,4,4,4,NA,NA
117,empReview_11132473, Société Générale,Not good company for freshers,Software Engineer,I have been working at Société Générale  for more than a year,"Nothing else is good except ,Work life balance.
Good for high experienced people to settle down.","Too much politics.
People at higher levels have made it there home.
No opportunity to grow.
If you know buttering, you can easily survive.
No exposure to new technology.
No value for hard work.",2,4,2,3,3,1,NA,NA
117,empReview_10945633, Société Générale,Good place to work with,Current Employee - Senior Software Engineer,I have been working at Société Générale full-time,"- Salary : Best in Market and Good salary hikes
- Work : Some of teams still work in old technologies. It depends on the department and team your  working with.
- Behavioural and Technical Training's are good
- Scope for innovation ideas and chances to work with different departments collaboratively 
- work life balance is good","- No onsite opportunities, maximum limited to 1 or 2 weeks.
- No Work from home facility even for the managers level also.
- Client is Paris. Paris first and Bangalore is next kind of approach. 
- Some Internal Politics may effect your growth opportunities
- Cafeteria food is OK OK",4,4,4,3,4,3,NA,NA
117,empReview_11094308, Société Générale,Young Finance geek,Current Employee - Process Executive,I have been working at Société Générale full-time for less than a year,Very good exposure in to Investment Banking,Lot of manual work very old applications used,3,3,3,3,3,2,NA,NA
117,empReview_11076706, Société Générale,Solutions,,I worked at Société Générale  for more than 3 years,Technical level of people is high,"Very Frenchie in London
Little direction about what they want to do in Investment Banking",2,4,2,3,1,2,NA,NA
117,empReview_11083544, Société Générale,Relaxed and a bit too French,Former Employee - Vice President,I worked at Société Générale full-time for less than a year,Relaxed environment and good friendly people. Traders are friendly which is a bit unusual. Based on front office role in London.,Very French which means you will hit growth ceiling unless you are French. People have been there forever because they don't get fired so a lot of people lacking motivation.,3,4,3,3,4,3,NA,NA
117,empReview_10913106, Société Générale,Very Good Investment Bank To Work For,Former Employee - Software Engineer,I worked at Société Générale full-time,"# Best Work - Life Balance.
# Frequent & Short Onsite Visits (Project Dependent)
# Good on Leaves and Benefits
# Relaxed & Interactive Work Environment
# Exposure to Trending and Cutting Edge Technology","# Circumstantial High Micro Management  
# To Many Meetings & Meet Ups 
# High on Politics",4,5,4,4,5,2,NA,NA
117,empReview_11036210, Société Générale,SGGSC,Current Employee - Senior Test Engineer,I have been working at Société Générale full-time,"Competitive Salary.
ITEC department is using nice technologies 
New CEO is good , changing old policies frequently","repetitive work 
no work from home options",3,3,3,3,3,3,NA,NA
118,empReview_10802239, Société Générale,Nice company to work with,Current Employee - Senior Technical Lead,I have been working at Société Générale full-time for more than a year,"1. Work life balance.
2. Good package
3. Free snacks and coffee.
4. Good allowance and leaves.
5. Fast growing company.
6. Best technologies.","1. Management politics.
2. Vast change in work culture from bangalore to chennai becoz of middle managers.
3. Careless attitude of managers.",4,4,5,3,4,2,NA,NA
118,empReview_10992630, Société Générale,Good for domain knowledge but not that great for Technical career path,Former Employee - Senior Software Engineer,I worked at Société Générale full-time for more than a year,"Good employee friendly leave policy
Lot of initiative/co-curricular activity by employee club","Most of the applications are legacy
No process in practice",3,3,3,2,4,1,NA,NA
118,empReview_10812742, Société Générale,Good Place to work for.,Current Employee - Senior Software Engineer,I have been working at Société Générale full-time for more than 3 years,Nice working environment. Work is not so demanding in terms of quantity.,Learning is slow and gradual. Learning on technical aspects is a bit lean.,4,4,4,3,4,3,NA,NA
118,empReview_11081086, Société Générale,Worst Bank Employer on the Street,Director,I worked at Société Générale ,"Office location was good.
Struggling to find 20 words.","Limited opportunities for promotion unless you are French.
Remuneration is weak.
Also give staff a five month gardening leave which is not market standard. This frustrates the good staff who leave anyway, leaving the poor staff in their seats.",1,3,1,1,2,1,NA,NA
118,empReview_10693296, Société Générale,A pretty traditional place...,Training Director,I worked at Société Générale  for more than a year,"There are many small perks, which are typical of large corporations in France such as the CE (Comité Entreprise), subsidized cafeteria or ""tickets resto"", generous vacation, etc.  In my department, there was relative freedom to work on projects independently and structured in the way that suited the person best.","It's a very rigid and conservative place.  Employees complain that problems don't get solved, change never happens and the rigid hierarchy does not invite a lot of innovation or reward for independent thinking.",4,4,4,4,4,4,NA,NA
118,empReview_10668100, Société Générale,Good Place to be if you know Politics,Database Administrator,I have been working at Société Générale ,"Benefits ,
work-life balance,
work culture and onsite trips","Politics and more politics.
no proper promotion system",4,4,5,4,4,4,NA,NA
118,empReview_10689254, Société Générale,Nice Efforts to be a Great Place To Work,Java Technical Lead,I have been working at Société Générale  for more than 3 years,"-Concrete Agile organization.
-Real IT culture & hi technologic maturity for a bank.
-Great team with amazing technical skills.
-Respect of your private life","Part of the development are outsourced in Bangalore, india. Sometime hard to synchronize with those teams.",4,5,4,3,NA,4,NA,NA
118,empReview_10787248, Société Générale,Average but flexible work environment,Former Employee - Anonymous Employee,I worked at Société Générale full-time for more than 5 years,"Good work life balance, more exposure due to small team size. Opportunities for migration as operations is still in transition phase.","Local management is not good, BPO kind of atmosphere in certain Ops teams. Narrow approach and outlook of the management.",3,4,2,3,3,2,NA,NA
118,empReview_10792029, Société Générale,mixed bag,Maharashtra,I have been working at Société Générale ,ample time to learn and good work life balance,limited growth prospects and volatile environment,3,4,2,3,3,3,NA,NA
118,empReview_10624877, Société Générale,Product Controller,Product Controller,I have been working at Société Générale ,Good place to begin your career with,need lot of update on systems,4,4,4,3,4,3,NA,NA
119,empReview_10574557, Société Générale,SENIOR PROCESS EXECUTIVE,Current Employee - Senior Process Executive,I have been working at Société Générale full-time,"Good Work Life balance
Good Hike
Good onshore projects opportunity
Best place to work,
Management in Operations is very transperant",Nothing that i can tell,4,4,4,4,4,4,NA,NA
119,empReview_10589792, Société Générale,Very good,Former Employee - Senior Software Engineer,I worked at Société Générale full-time for more than 3 years,Very nice place to learn. Good Management. Good salary. Good teams.,No Work from home at all. Even for management.,4,3,4,4,5,4,NA,NA
119,empReview_10689789, Société Générale,Hard to get promoted,Current Employee - Applications Support Analyst,I have been working at Société Générale full-time for more than 3 years,"People I have worked with are great, know what they are doing","1.  Cannot retain good people
2.  Once someone becomes manager, it goes to their head",2,5,2,2,2,1,NA,NA
119,empReview_10529703, Société Générale,Socgen: A place for learning and work life balance,Former Employee - Project Lead,I worked at Société Générale full-time for more than 5 years,"I worked for 6.5 years in Socgen. Overall, i was happy and satisfied with the work and the work culture there. Most of the time, work is well planned, and a decent work life balance can be achieved.  Lot of learning opportunities are there.",Few managers play nice politics for their survival.,4,4,3,4,3,3,NA,NA
119,empReview_10446197, Société Générale,Linux Admin,Senior Systems Administrator,I have been working at Société Générale  for more than a year,"World class environment, Operations in more than 150 countries",Not yet  started the banking operations in india,5,5,5,2,3,2,NA,NA
119,empReview_10631498, Société Générale,Equity Research Analyst,Current Employee - Anonymous Employee,I have been working at Société Générale full-time for more than a year,Opportunity to be a covering analyst,"Not easy to create a client franchise sitting in Bangalore
Uncertain outlook for Equity Research",3,3,3,3,3,3,NA,NA
119,empReview_10512583, Société Générale,Disappointing,Current Employee - Anonymous Employee,I have been working at Société Générale full-time for more than a year,"Less micro management 
Rugby World Cup sponsorship and related events
Exposure to different businesses in my role
Corporate Social Responsibility programme
Health and Wellbeing programme","SG could be so much more but stubborn management with egos blocks real progress
Salary is below market rate
Management flip flop on decisions and contradict themselves
Too Paris centric where decisions are made in a disorderly way
Very poor internal communication between departments in my function
Some roles are not advertised and go straight to French nationals (protecting their own)
The firm (like most in this industry) have an institutionalized problem promoting minorities whether making them perm or moving them  into senior roles...real diversity is seriously lacking
People are cliquey and just use you",2,3,2,2,2,1,NA,NA
119,empReview_10504200, Société Générale,OK to get experience. Do not expect high pay,,I have been working at Société Générale ,"big company, interesting jjob, international exposure","very unflexible HR policy, lack of top down communication",3,4,2,3,3,3,NA,NA
119,empReview_10294913, Société Générale,Good company,Current Employee - Sales,I have been working at Société Générale full-time for more than 5 years,"good work/ life balance
quality of the staff
Good atmosphere","political environnement
sales organisation has to be improved",4,4,4,3,2,3,NA,NA
119,empReview_10253983, Société Générale,Senior Software Engineer,Current Employee - Anonymous Employee,I have been working at Société Générale full-time,"Societe Generale ensures good work life balance, Good facilities, Clear and transparent procedures, Friendly environment with a positive attitude.",Good for employee who wants to learn at his/her won pace,4,4,4,4,4,4,NA,NA
120,empReview_10195367, Société Générale,Software Engineer,Former Employee - Software Engineer,I worked at Société Générale full-time for more than a year,"Good work life balance
Great work environment","Easy work attitude 
Good for employee who wants to learn at his/her won pace",5,5,5,5,3,4,NA,NA
120,empReview_10394471, Société Générale,Good company to Start your career-Mgmt grads,Junior Process Executive,I worked at Société Générale ,Good company to start your career as an Mgmt grad.,"Slow decision making.

Every decision should taken up to Paris .",3,2,5,3,2,2,NA,NA
120,empReview_10400694, Société Générale,Solicitor,Solicitor,I have been working at Société Générale ,"Flexible hours, we can spend as much time at the coffee machine as we want without any problem, we are covered by the management in case of under productivity.","underpaid, politics, too much politics. Promotion based on friendship not on excellence.
Frederic Oudea should look at the way the managers manage their teams and educate them.",2,4,2,1,2,2,NA,NA
120,empReview_10217744, Société Générale,Multinational yet (too?) French,Current Employee - Anonymous Employee,I have been working at Société Générale full-time for less than a year,"- strong international network
- lot of mobility
- differentiated business lines","- somewhat rigid
- you have to become French to get above certain level (i.e. not only speak French)",4,3,4,5,4,4,NA,NA
120,empReview_10211974, Société Générale,Good Work Life Balance,Senior Technical Lead,I worked at Société Générale ,"Good Work Life Balance.
Recently showing interest to innovate and adapt to modern technologies.",Older technologies like most of the banks. And use of more French in business.,5,5,4,4,4,5,NA,NA
120,empReview_10349061, Société Générale,Good company to stay long,,I have been working at Société Générale  for less than a year,"Relaxed environment, work life balance is good. Job security is good","No good job opportunity, salary nd increment are less.",3,4,3,2,2,3,NA,NA
120,empReview_10595782, Société Générale,Not a good firm to start career and limited career options for techies,Former Employee - Anonymous,I worked at Société Générale full-time for more than a year,Offering good package and a very decent onboarding while joining and then hopeless,"Extreme politics, technical guys not at all a good place to nurture your career, top management useless even below industry standards , HR operations just for name sake. Jobwise employees just need to follow the orders from counter parts, every thing predefined and pre calculated , benefits only for those who are in close relation with management no matter how bad they are at work and even management tells empoyees to play politics in team to succeed
Usual approach is just use resource for immediate unavoidable requirements and after their need is fullfilled just throw them away,no job assurance, had came across multiple people 
explaining the same scenario,for one or two years you will be exploited very badly with Clerical dump work which french hesitate to do, ideally it will be highly stressful- no meaning for life in work-life concept, then a planned drama to throw you out, if you are good at technical always better not to join because after some time you cannot move any where. Thers is no onshore  concept and travel will be for the max of two weeks that also at the time of joining trick only to attract and join fresh talent to organization
No work from option  so far, and best part- managers will get two promotions in a year and it takes around 3 to 4 years on an average for a normal level 1 employees to get a promotion

Have seen many highly technical guys leaving the organization explaining more or less same info provided",1,1,1,1,3,1,NA,NA
120,empReview_10361376, Société Générale,mixed feelings,Current Employee - Financial Analyst,I have been working at Société Générale full-time for more than a year,"some interesting projects, fine colleagues, benefits and work life balance not so bad","restructuring in mgmt, lack of transparency regarding promotions, no support, chaos, rotation, political rather than process driven, poor communication",3,4,3,3,3,2,NA,NA
120,empReview_10117002, Société Générale,financial controls officer,Former Employee - Anonymous Employee,I worked at Société Générale full-time for more than a year,"- good culture
- excellent work life balance 
- talented workforce","- limited career progression opportunities 
- most strategic decision making directed from Paris",4,5,5,2,4,4,NA,NA
120,empReview_10106069, Société Générale,Great school,Current Employee - Applications Support,I have been working at Société Générale full-time for more than 5 years,"Good school to learn, they provide the environment for juniors to learn and encourage curiosity and feedbacks; quite a lot of good managers around if you are lucky.",Salary not competitive at all; limitations due to Paris headquarters; tolerate low performers.,4,3,5,4,2,3,NA,NA
121,empReview_10270101, Société Générale,GOOD,Senior Software Engineer,I worked at Société Générale ,"GOOD ATMOSPHERE
 great work life baalance","Politics bad management
Not many things to learn",3,5,4,3,4,2,NA,NA
121,empReview_10226783, Société Générale,DCM,,I worked at Société Générale ,Great place to build up initial experience and to understand what various functions within an investment bank do,Never ending rolling 11 month contracts offered to graduates. Paid less than fair market rate for doing the same job function.,3,1,3,1,1,4,NA,NA
121,empReview_9974826, Société Générale,Good company,Current Employee - Anonymous Employee,I have been working at Société Générale full-time for more than 5 years,Good Employee relations and work culture,Promotions are slow as well as Hike,4,4,4,3,4,3,NA,NA
121,empReview_9949192, Société Générale,Good Captive unit,Current Employee - Anonymous Employee,I have been working at Société Générale full-time for more than 5 years,Work life balance is very good And Hikes are really reasonable.,No long term on site,5,5,4,5,5,4,NA,NA
121,empReview_9934337, Société Générale,"Tough, challenging but worth it",Current Employee - Chief Operating Officer,I have been working at Société Générale full-time,"Dynamism, international exposure, large scope of posiitons","Yet internal mobility is difficult especially in Paris
As any other global banks, many challenges and risks to face",4,3,5,3,4,4,NA,NA
121,empReview_10077932, Société Générale,Employee,,I have been working at Société Générale ,Very friendly environment from top management to the employee,Lack of leadership and job rules,3,4,2,2,1,1,NA,NA
121,empReview_9897374, Société Générale,MBA in Finance,Current Employee - Team Leader,I have been working at Société Générale full-time for more than 8 years,I would like to improve my finance and accounting knowledge practically in any of the reputed organization,I would like to work in a organization were will planned in the projects,5,NA,NA,NA,NA,NA,NA,NA
121,empReview_10056751, Société Générale,Infrastructure project's experience,Current Employee - Technical Solutions Architect,I have been working at Société Générale full-time for more than 3 years,"International company
Large infrastructure
Wide range of IT solutions","Lack of processes definitions
Lack of global strategic approach
Lack of infrastructure documentation",3,2,2,2,3,2,NA,NA
121,empReview_10048813, Société Générale,Manager,Senior Project Manager,I have been working at Société Générale ,A company good for learning financial domain and provides an exposure to complex integrated system.A self learner will benefit a lot.,Operational model should be moving towards product development rather than being a service provider,3,4,2,3,3,2,NA,NA
121,empReview_9850063, Société Générale,"Good place to work, Not great",Current Employee - Software Engineer,I have been working at Société Générale full-time for more than a year,"Decent work culture, good pay","IT work is mostly maintenance, Outdated managers",4,4,3,3,3,1,NA,NA
122,empReview_9997172, Société Générale,Good Place to work,Current Employee - Subject Matter Expert,I have been working at Société Générale full-time,Good Place to work.  Batter work life balance,"Not much branches, internal mobility is very less",3,3,4,3,3,3,NA,NA
122,empReview_9830438, Société Générale,Web Developer,,I worked at Société Générale  for more than a year,"big company, a lot of opportunities","big company, days a quiet the same",4,NA,NA,5,4,NA,NA,NA
122,empReview_10212752, Société Générale,Software engineer,Software Engineer,I worked at Société Générale ,"- international company
- abilities to move to different cities (Paris, London, New Yrok, SIngapor, ...)","Engineering is not the core of the business 
You will always be considered as a second class citizen",1,4,1,3,4,3,NA,NA
122,empReview_10169509, Société Générale,Not Good,Current Employee - Production,I have been working at Société Générale full-time for more than 3 years,I have not found any till yet.,"Low standards, not a captive at all.",1,1,1,1,1,1,NA,NA
122,empReview_9767396, Société Générale,Manager - Technical Leader,Current Employee - Manager - Technical Leader,I have been working at Société Générale full-time for more than a year,"Work Life balance
Compensation & Benefits",ACR process is not transprent,4,5,4,3,3,2,NA,NA
122,empReview_9909762, Société Générale,"Reasonable company, pathetic managers",Former Employee - Anonymous Employee,I worked at Société Générale full-time for more than 3 years,150 year old history and heritage,Pathetic leadership. Loyalty based career growth. Insecure Micro managers who gets the role based on tenure. No growth for new people.,2,2,1,1,3,1,NA,NA
122,empReview_9643805, Société Générale,Good culture and work life balance,Current Employee - Senior Software Engineer,I have been working at Société Générale full-time for more than a year,"A good long term vision would help
Good technical exposure",They are not paying as for the Investment banking standards.,5,5,5,4,4,5,NA,NA
122,empReview_9764155, Société Générale,ok,Former Employee - Business Analyst,I worked at Société Générale full-time for more than a year,"1. Excellent Leave Policy
2. Descent salary
3. Good Hike","1. Quality of work is not up to mark, you will be doing same thing in and out
2. Too much Bureaucracy
3. Everything dictated by Paris. Indian management has no say whatsoever
4. No onsite",3,3,3,3,4,3,NA,NA
122,empReview_9745978, Société Générale,It's not all doom and gloom,Current Employee - Analyst,I have been working at Société Générale full-time for more than a year,management is not cut throat. there are good managers and good teams to work with. But if you are stepping in the world of investment banking it's a good place to start up.,its a Paris centric organisation...get your french ready and get ready for lots of politicking,3,3,3,2,3,2,NA,NA
122,empReview_9767161, Société Générale,application support analyst,Current Employee - Applications Support Analyst,I have been working at Société Générale full-time for more than a year,"Great work culture, more relax than most other bank, centralised offices (nothing in Taikoo place, Kowloon side or NT)","French, so lots of politics, not confrontational, glass ceiling for non french speaker, almost all the mid/top management is from Paris",3,4,3,3,2,3,NA,NA
